"LOCATION","INDICATOR","SUBJECT","MEASURE","FREQUENCY","TIME","Value","Flag Codes"
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2000",1.07,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2001",1.07,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",1.06,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",1.07,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",1.07,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",1.07,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",1.08,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",1.1,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",1.13,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",1.15,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",1.18,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",1.23,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",1.25,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",1.26,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",1.27,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",1.27,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",1.28,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",1.28,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",1.3,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",1.31,
"DEU","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",1.3,
"GRC","HOSPITALBED","TOT","1000HAB","A","1960",5.79,
"GRC","HOSPITALBED","TOT","1000HAB","A","1961",5.81,
"GRC","HOSPITALBED","TOT","1000HAB","A","1962",5.83,
"GRC","HOSPITALBED","TOT","1000HAB","A","1963",5.87,
"GRC","HOSPITALBED","TOT","1000HAB","A","1964",5.68,
"GRC","HOSPITALBED","TOT","1000HAB","A","1965",5.89,
"GRC","HOSPITALBED","TOT","1000HAB","A","1966",5.99,
"GRC","HOSPITALBED","TOT","1000HAB","A","1967",6.01,
"GRC","HOSPITALBED","TOT","1000HAB","A","1968",6.09,
"GRC","HOSPITALBED","TOT","1000HAB","A","1969",6.12,
"GRC","HOSPITALBED","TOT","1000HAB","A","1970",6.21,
"GRC","HOSPITALBED","TOT","1000HAB","A","1971",6.37,
"GRC","HOSPITALBED","TOT","1000HAB","A","1972",6.3,
"GRC","HOSPITALBED","TOT","1000HAB","A","1973",6.28,
"GRC","HOSPITALBED","TOT","1000HAB","A","1974",6.35,
"GRC","HOSPITALBED","TOT","1000HAB","A","1975",6.47,
"GRC","HOSPITALBED","TOT","1000HAB","A","1976",6.37,
"GRC","HOSPITALBED","TOT","1000HAB","A","1977",6.35,
"GRC","HOSPITALBED","TOT","1000HAB","A","1978",6.26,
"GRC","HOSPITALBED","TOT","1000HAB","A","1979",6.29,
"GRC","HOSPITALBED","TOT","1000HAB","A","1980",6.23,
"GRC","HOSPITALBED","TOT","1000HAB","A","1981",6.16,
"GRC","HOSPITALBED","TOT","1000HAB","A","1982",6.02,
"GRC","HOSPITALBED","TOT","1000HAB","A","1983",5.84,
"GRC","HOSPITALBED","TOT","1000HAB","A","1984",5.77,
"GRC","HOSPITALBED","TOT","1000HAB","A","1985",5.48,
"GRC","HOSPITALBED","TOT","1000HAB","A","1986",5.3,
"GRC","HOSPITALBED","TOT","1000HAB","A","1987",5.17,
"GRC","HOSPITALBED","TOT","1000HAB","A","1988",5.14,
"GRC","HOSPITALBED","TOT","1000HAB","A","1989",5.1,
"GRC","HOSPITALBED","TOT","1000HAB","A","1990",5.03,
"GRC","HOSPITALBED","TOT","1000HAB","A","1991",4.97,
"GRC","HOSPITALBED","TOT","1000HAB","A","1992",4.94,
"GRC","HOSPITALBED","TOT","1000HAB","A","1993",4.98,
"GRC","HOSPITALBED","TOT","1000HAB","A","1994",4.93,
"GRC","HOSPITALBED","TOT","1000HAB","A","1995",4.94,
"GRC","HOSPITALBED","TOT","1000HAB","A","1996",4.96,
"GRC","HOSPITALBED","TOT","1000HAB","A","1997",4.92,
"GRC","HOSPITALBED","TOT","1000HAB","A","1998",4.9,
"GRC","HOSPITALBED","TOT","1000HAB","A","1999",4.78,
"GRC","HOSPITALBED","TOT","1000HAB","A","2000",4.77,
"GRC","HOSPITALBED","TOT","1000HAB","A","2001",4.81,
"GRC","HOSPITALBED","TOT","1000HAB","A","2002",4.75,
"GRC","HOSPITALBED","TOT","1000HAB","A","2003",4.74,
"GRC","HOSPITALBED","TOT","1000HAB","A","2004",4.73,
"GRC","HOSPITALBED","TOT","1000HAB","A","2005",4.78,
"GRC","HOSPITALBED","TOT","1000HAB","A","2006",4.87,
"GRC","HOSPITALBED","TOT","1000HAB","A","2007",4.88,
"GRC","HOSPITALBED","TOT","1000HAB","A","2008",4.84,
"GRC","HOSPITALBED","TOT","1000HAB","A","2009",4.93,
"GRC","HOSPITALBED","TOT","1000HAB","A","2010",4.48,"B"
"GRC","HOSPITALBED","TOT","1000HAB","A","2011",4.47,
"GRC","HOSPITALBED","TOT","1000HAB","A","2012",4.45,
"GRC","HOSPITALBED","TOT","1000HAB","A","2013",4.24,
"GRC","HOSPITALBED","TOT","1000HAB","A","2014",4.24,
"GRC","HOSPITALBED","TOT","1000HAB","A","2015",4.25,
"GRC","HOSPITALBED","TOT","1000HAB","A","2016",4.2,
"GRC","HOSPITALBED","TOT","1000HAB","A","2017",4.21,
"GRC","HOSPITALBED","TOT","1000HAB","A","2018",4.2,
"GRC","HOSPITALBED","TOT","1000HAB","A","2019",4.18,
"GRC","HOSPITALBED","ACUTE","1000HAB","A","2015",3.6,
"GRC","HOSPITALBED","ACUTE","1000HAB","A","2016",3.57,
"GRC","HOSPITALBED","ACUTE","1000HAB","A","2017",3.6,
"GRC","HOSPITALBED","ACUTE","1000HAB","A","2018",3.63,
"GRC","HOSPITALBED","ACUTE","1000HAB","A","2019",3.64,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1993",1.1,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1994",1.01,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1995",1.09,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1996",1.06,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1997",1.05,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1998",1.06,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1999",0.98,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2000",0.98,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2001",0.94,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",0.93,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",0.89,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",0.9,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",0.88,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",0.88,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",0.87,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",0.83,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.81,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.75,"B"
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.73,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.77,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.7,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.72,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.73,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.71,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.74,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.74,
"GRC","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.72,
"HUN","HOSPITALBED","TOT","1000HAB","A","2000",8.16,
"HUN","HOSPITALBED","TOT","1000HAB","A","2001",7.92,
"HUN","HOSPITALBED","TOT","1000HAB","A","2002",7.91,
"HUN","HOSPITALBED","TOT","1000HAB","A","2003",7.9,
"HUN","HOSPITALBED","TOT","1000HAB","A","2004",7.89,
"HUN","HOSPITALBED","TOT","1000HAB","A","2005",7.91,
"HUN","HOSPITALBED","TOT","1000HAB","A","2006",7.98,
"HUN","HOSPITALBED","TOT","1000HAB","A","2007",7.19,"B"
"HUN","HOSPITALBED","TOT","1000HAB","A","2008",7.11,
"HUN","HOSPITALBED","TOT","1000HAB","A","2009",7.14,
"HUN","HOSPITALBED","TOT","1000HAB","A","2010",7.18,
"HUN","HOSPITALBED","TOT","1000HAB","A","2011",7.19,
"HUN","HOSPITALBED","TOT","1000HAB","A","2012",7,
"HUN","HOSPITALBED","TOT","1000HAB","A","2013",7.04,
"HUN","HOSPITALBED","TOT","1000HAB","A","2014",6.98,
"HUN","HOSPITALBED","TOT","1000HAB","A","2015",6.99,
"HUN","HOSPITALBED","TOT","1000HAB","A","2016",7,
"HUN","HOSPITALBED","TOT","1000HAB","A","2017",7.02,
"HUN","HOSPITALBED","TOT","1000HAB","A","2018",6.95,"B"
"HUN","HOSPITALBED","TOT","1000HAB","A","2019",6.91,
"HUN","HOSPITALBED","TOT","1000HAB","A","2020",6.76,
"HUN","HOSPITALBED","TOT","1000HAB","A","2021",6.82,"P"
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2000",6.19,"E"
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2001",6.01,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2002",5.98,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2003",5.96,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2004",5.93,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2005",5.94,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2006",5.94,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2007",4.47,"B"
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2008",4.43,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2009",4.44,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2010",4.45,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2011",4.46,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2012",4.29,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2013",4.3,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2014",4.28,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2015",4.26,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2016",4.28,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2017",4.27,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2018",4.23,"B"
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2019",4.21,
"HUN","HOSPITALBED","ACUTE","1000HAB","A","2020",4.23,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2000",1.02,"E"
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2001",0.99,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2002",0.99,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2003",0.98,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2004",0.97,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2005",0.97,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2006",0.95,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",0.93,"B"
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",0.88,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.9,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.89,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.9,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.9,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.9,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.87,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.87,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.87,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.87,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.85,"B"
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.84,
"HUN","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.75,
"ISL","HOSPITALBED","TOT","1000HAB","A","2007",4.12,
"ISL","HOSPITALBED","TOT","1000HAB","A","2008",3.91,
"ISL","HOSPITALBED","TOT","1000HAB","A","2009",3.7,
"ISL","HOSPITALBED","TOT","1000HAB","A","2010",3.58,
"ISL","HOSPITALBED","TOT","1000HAB","A","2011",3.29,
"ISL","HOSPITALBED","TOT","1000HAB","A","2012",3.25,
"ISL","HOSPITALBED","TOT","1000HAB","A","2013",3.22,
"ISL","HOSPITALBED","TOT","1000HAB","A","2014",3.16,
"ISL","HOSPITALBED","TOT","1000HAB","A","2015",3.12,
"ISL","HOSPITALBED","TOT","1000HAB","A","2016",3.13,
"ISL","HOSPITALBED","TOT","1000HAB","A","2017",3.06,
"ISL","HOSPITALBED","TOT","1000HAB","A","2018",2.87,
"ISL","HOSPITALBED","TOT","1000HAB","A","2019",2.8,
"ISL","HOSPITALBED","TOT","1000HAB","A","2020",2.84,
"ISL","HOSPITALBED","ACUTE","1000HAB","A","2007",3.35,
"ISL","HOSPITALBED","ACUTE","1000HAB","A","2008",3.09,
"ISL","HOSPITALBED","ACUTE","1000HAB","A","2009",2.99,
"ISL","HOSPITALBED","ACUTE","1000HAB","A","2010",2.95,
"ISL","HOSPITALBED","ACUTE","1000HAB","A","2011",2.67,
"ISL","HOSPITALBED","ACUTE","1000HAB","A","2012",2.71,
"ISL","HOSPITALBED","ACUTE","1000HAB","A","2013",2.67,
"ISL","HOSPITALBED","ACUTE","1000HAB","A","2014",2.64,
"ISL","HOSPITALBED","ACUTE","1000HAB","A","2015",2.62,
"ISL","HOSPITALBED","ACUTE","1000HAB","A","2016",2.61,
"ISL","HOSPITALBED","ACUTE","1000HAB","A","2017",2.51,
"ISL","HOSPITALBED","ACUTE","1000HAB","A","2018",2.34,
"ISL","HOSPITALBED","ACUTE","1000HAB","A","2019",2.27,
"ISL","HOSPITALBED","ACUTE","1000HAB","A","2020",2.32,
"ISL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2007",0.59,
"ISL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2008",0.61,
"ISL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.6,
"ISL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.48,
"ISL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.48,
"ISL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.47,
"ISL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.46,
"ISL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.44,
"ISL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.44,
"ISL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.43,
"ISL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.38,
"ISL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.37,
"ISL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.36,
"ISL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.35,
"IRL","HOSPITALBED","TOT","1000HAB","A","2009",2.83,
"IRL","HOSPITALBED","TOT","1000HAB","A","2010",2.73,
"IRL","HOSPITALBED","TOT","1000HAB","A","2011",2.62,
"IRL","HOSPITALBED","TOT","1000HAB","A","2012",2.54,
"IRL","HOSPITALBED","TOT","1000HAB","A","2013",2.56,
"IRL","HOSPITALBED","TOT","1000HAB","A","2014",2.57,
"IRL","HOSPITALBED","TOT","1000HAB","A","2015",2.92,"B"
"IRL","HOSPITALBED","TOT","1000HAB","A","2016",2.95,
"IRL","HOSPITALBED","TOT","1000HAB","A","2017",2.97,
"IRL","HOSPITALBED","TOT","1000HAB","A","2018",2.97,
"IRL","HOSPITALBED","TOT","1000HAB","A","2019",2.88,
"IRL","HOSPITALBED","TOT","1000HAB","A","2020",2.89,
"IRL","HOSPITALBED","ACUTE","1000HAB","A","2009",2.59,
"IRL","HOSPITALBED","ACUTE","1000HAB","A","2010",2.5,
"IRL","HOSPITALBED","ACUTE","1000HAB","A","2011",2.43,
"IRL","HOSPITALBED","ACUTE","1000HAB","A","2012",2.37,
"IRL","HOSPITALBED","ACUTE","1000HAB","A","2013",2.38,
"IRL","HOSPITALBED","ACUTE","1000HAB","A","2014",2.41,
"IRL","HOSPITALBED","ACUTE","1000HAB","A","2015",2.75,"B"
"IRL","HOSPITALBED","ACUTE","1000HAB","A","2016",2.77,
"IRL","HOSPITALBED","ACUTE","1000HAB","A","2017",2.78,
"IRL","HOSPITALBED","ACUTE","1000HAB","A","2018",2.79,
"IRL","HOSPITALBED","ACUTE","1000HAB","A","2019",2.69,
"IRL","HOSPITALBED","ACUTE","1000HAB","A","2020",2.71,
"IRL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2009",0.39,
"IRL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2010",0.39,
"IRL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2011",0.35,
"IRL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2012",0.35,
"IRL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2013",0.35,
"IRL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2014",0.35,
"IRL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2015",0.35,
"IRL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2016",0.34,
"IRL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2017",0.34,
"IRL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2018",0.34,
"IRL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2019",0.33,
"IRL","HOSPITALBED","PSYCHIATRIC","1000HAB","A","2020",0.32,
"ITA","HOSPITALBED","TOT","1000HAB","A","1960",8.97,
"ITA","HOSPITALBED","TOT","1000HAB","A","1961",9.1,
"ITA","HOSPITALBED","TOT","1000HAB","A","1962",9.28,
"ITA","HOSPITALBED","TOT","1000HAB","A","1963",9.47,
"ITA","HOSPITALBED","TOT","1000HAB","A","1964",9.55,
"ITA","HOSPITALBED","TOT","1000HAB","A","1965",9.65,
"ITA","HOSPITALBED","TOT","1000HAB","A","1966",9.82,
"ITA","HOSPITALBED","TOT","1000HAB","A","1967",9.99,
"ITA","HOSPITALBED","TOT","1000HAB","A","1968",10.2,
"ITA","HOSPITALBED","TOT","1000HAB","A","1969",10.47,
"ITA","HOSPITALBED","TOT","1000HAB","A","1970",10.56,
"ITA","HOSPITALBED","TOT","1000HAB","A","1971",10.58,
"ITA","HOSPITALBED","TOT","1000HAB","A","1972",10.58,
"ITA","HOSPITALBED","TOT","1000HAB","A","1973",10.53,
"ITA","HOSPITALBED","TOT","1000HAB","A","1974",10.59,
"ITA","HOSPITALBED","TOT","1000HAB","A","1975",10.61,
"ITA","HOSPITALBED","TOT","1000HAB","A","1976",10.45,
"ITA","HOSPITALBED","TOT","1000HAB","A","1977",10.26,
"ITA","HOSPITALBED","TOT","1000HAB","A","1978",10.01,
"ITA","HOSPITALBED","TOT","1000HAB","A","1979",9.85,
"ITA","HOSPITALBED","TOT","1000HAB","A","1980",9.61,
"ITA","HOSPITALBED","TOT","1000HAB","A","1981",9.37,
"ITA","HOSPITALBED","TOT","1000HAB","A","1982",9.12,
"ITA","HOSPITALBED","TOT","1000HAB","A","1983",8.85,
"ITA","HOSPITALBED","TOT","1000HAB","A","1984",8.51,
"ITA","HOSPITALBED","TOT","1000HAB","A","1985",8.32,
"ITA","HOSPITALBED","TOT","1000HAB","A","1986",7.96,
"ITA","HOSPITALBED","TOT","1000HAB","A","1987",7.78,
"ITA","HOSPITALBED","TOT","1000HAB","A","1988",7.49,
"ITA","HOSPITALBED","TOT","1000HAB","A","1989",7.05,
"ITA","HOSPITALBED","TOT","1000HAB","A","1990",7.23,
"ITA","HOSPITALBED","TOT","1000HAB","A","1991",6.8,
"ITA","HOSPITALBED","TOT","1000HAB","A","1992",6.86,
"ITA","HOSPITALBED","TOT","1000HAB","A","1993",6.69,
"ITA","HOSPITALBED","TOT","1000HAB","A","1994",6.57,
"ITA","HOSPITALBED","TOT","1000HAB","A","1995",6.27,
"ITA","HOSPITALBED","TOT","1000HAB","A","1996",6.55,
"ITA","HOSPITALBED","TOT","1000HAB","A","1997",5.88,
"ITA","HOSPITALBED","TOT","1000HAB","A","1998",5.55,
"ITA","HOSPITALBED","TOT","1000HAB","A","1999",4.93,
"ITA","HOSPITALBED","TOT","1000HAB","A","2000",4.71,
"ITA","HOSPITALBED","TOT","1000HAB","A","2001",4.61,
"ITA","HOSPITALBED","TOT","1000HAB","A","2002",4.44,
"ITA","HOSPITALBED","TOT","1000HAB","A","2003",4.18,
"ITA","HOSPITALBED","TOT","1000HAB","A","2004",4.02,
"ITA","HOSPITALBED","TOT","1000HAB","A","2005",4.04,
"ITA","HOSPITALBED","TOT","1000HAB","A","2006",3.99,
"ITA","HOSPITALBED","TOT","1000HAB","A","2007",3.91,
"ITA","HOSPITALBED","TOT","1000HAB","A","2008",3.79,
"ITA","HOSPITALBED","TOT","1000HAB","A","2009",3.69,
"ITA","HOSPITALBED","TOT","1000HAB","A","2010",3.64,
"ITA","HOSPITALBED","TOT","1000HAB","A","2011",3.52,
"ITA","HOSPITALBED","TOT","1000HAB","A","2012",3.42,
"ITA","HOSPITALBED","TOT","1000HAB","A","2013",3.31,
"ITA","HOSPITALBED","TOT","1000HAB","A","2014",3.21,
"ITA","HOSPITALBED","TOT","1000HAB","A","2015",3.2,
"ITA","HOSPITALBED","TOT","1000HAB","A","2016",3.17,
"ITA","HOSPITALBED","TOT","1000HAB","A","2017",3.18,
"ITA","HOSPITALBED","TOT","1000HAB","A","2018",3.14,
"ITA","HOSPITALBED","TOT","1000HAB","A","2019",3.16,
"ITA","HOSPITALBED","TOT","1000HAB","A","2020",3.19,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1975",10.43,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1976",10.24,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1977",10.01,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1978",9.74,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1979",9.57,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1980",9.33,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1981",9.06,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1982",8.83,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1983",8.59,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1984",8.26,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1985",8.07,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1986",7.74,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1987",7.56,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1988",7.29,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1989",6.89,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1990",7,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1991",6.58,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1992",6.63,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1993",6.48,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1994",6.34,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1995",6.05,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1996",6.32,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1997",5.67,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1998",5.35,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","1999",4.74,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2000",4.22,"B"
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2001",4.11,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2002",3.92,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2003",3.67,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2004",3.49,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2005",3.48,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2006",3.41,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2007",3.29,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2008",3.18,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2009",3.08,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2010",3.03,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2011",2.93,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2012",2.84,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2013",2.75,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2014",2.65,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2015",2.64,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2016",2.62,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2017",2.62,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2018",2.59,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2019",2.6,
"ITA","HOSPITALBED","ACUTE","1000HAB","A","2020",2.66,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1975",1.91,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1976",1.84,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1977",1.77,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1978",1.65,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1979",1.53,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1980",1.46,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1981",1.34,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1982",1.28,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1983",1.21,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1984",1.13,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1985",1.12,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1986",1.03,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1987",0.99,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1988",0.93,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1989",0.84,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1990",0.84,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1991",0.75,
"ITA","HOSPITALBED","PSYCHIATRIC","1000HAB","A","1992",0.72,
